url,category_code,category_description
http://azerireport.com,FEXP,Free expression and media freedom
http://azeritoday.com,FEXP,Free expression and media freedom
http://imgur.com,MMED,Multimedia sharing
http://imgur.com/a/cylkb#0,MMED,Multimedia sharing
http://kavkaz.tv,MILX,"Militants, extremists and separatists"
http://par-anoia.net/releases.html,HACK,Hacking
http://par-anoia.net/releases.html#dmx,HACK,Hacking
http://watchtower.org,MINF,Minority faiths
http://www.jw.org,MINF,Minority faiths
http://www.kavkazcenter.com,MILX,"Militants, extremists and separatists"
http://www.kavkazcenter.info,MILX,"Militants, extremists and separatists"
http://www.onetwotrip.az,COMM,E-commerce
http://www.onetwotrip.com,COMM,E-commerce
