url,category_code,category_description
http://aethoughts.blogspot.com,FEXP,Free expression and media freedom
http://against-al-t6bee3.maktoobblog.com,FEXP,Free expression and media freedom
http://ahlulbait12.jeeran.com,MINR,Minority rights and ethnic content
http://alaintaxi.blogspot.com,FEXP,Free expression and media freedom
http://albrhan.org,MINR,Minority rights and ethnic content
http://alemarat.wordpress.com,FEXP,Free expression and media freedom
http://alhag.net,MINR,Minority rights and ethnic content
http://alkhaber.maktoobblog.com,FEXP,Free expression and media freedom
http://alsaha.com,FEXP,Free expression and media freedom
http://angryarab.blogspot.com,FEXP,Free expression and media freedom
http://answering-islam.org,MINF,Minority faiths
http://ar.freefouad.com,FEXP,Free expression and media freedom
http://ar.wikipedia.org,FEXP,Free expression and media freedom
http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9_%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9,FEXP,Free expression and media freedom
http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA_-_%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB_%D9%88%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE,FEXP,Free expression and media freedom
http://ar.wikipedia.org/wiki/%D8%AD%D9%82%D9%88%D9%82_%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86_%D9%81%D9%8A_%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA,FEXP,Free expression and media freedom
http://ar.wikipedia.org/wiki/%D8%AE%D9%84%D9%8A%D9%81%D8%A9_%D8%A8%D9%86_%D8%B2%D8%A7%D9%8A%D8%AF_%D8%A2%D9%84_%D9%86%D9%87%D9%8A%D8%A7%D9%86,FEXP,Free expression and media freedom
http://arabic.peopledaily.com.cn,FEXP,Free expression and media freedom
http://arabsex2.com,PORN,Pornography
http://ayaanhirsiali.web-log.nl,FEXP,Free expression and media freedom
http://ayaanhirsiali.web-log.nl/ayaanhirsiali/english/index.html,FEXP,Free expression and media freedom
http://benkerishan.blogspot.com,POLR,Political reform
http://braai.com,MISC,Miscellaneous
http://britishexpats.com,FEXP,Free expression and media freedom
http://britishexpats.com/blogs/beerandbloatingindubai/,FEXP,Free expression and media freedom
http://bssandbrninalain.blogspot.com,FEXP,Free expression and media freedom
http://c-c-c-c-.maktoobblog.com,FEXP,Free expression and media freedom
http://canbitxitos.com,MISC,Miscellaneous
http://congitation.tadwen.com,FEXP,Free expression and media freedom
http://coppernose.pw,ANON,Anonymizers and circumvention
http://dangerdxb.blogspot.com,FEXP,Free expression and media freedom
http://denypagetests.netsweeper.com,FEXP,Free expression and media freedom
http://denypagetests.netsweeper.com/category/catno/1,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/10,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/11,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/12,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/13,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/14,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/15,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/16,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/160,FEXP,Free expression and media freedom
http://denypagetests.netsweeper.com/category/catno/166,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/17,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/170,FEXP,Free expression and media freedom
http://denypagetests.netsweeper.com/category/catno/18,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/19,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/2,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/20,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/21,FEXP,Free expression and media freedom
http://denypagetests.netsweeper.com/category/catno/22,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/23,FEXP,Free expression and media freedom
http://denypagetests.netsweeper.com/category/catno/230,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/24,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/243,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/244,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/245,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/246,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/247,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/248,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/249,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/25,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/250,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/252,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/253,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/254,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/26,FEXP,Free expression and media freedom
http://denypagetests.netsweeper.com/category/catno/27,FEXP,Free expression and media freedom
http://denypagetests.netsweeper.com/category/catno/28,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/29,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/3,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/30,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/31,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/32,FEXP,Free expression and media freedom
http://denypagetests.netsweeper.com/category/catno/33,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/34,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/35,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/36,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/37,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/39,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/4,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/40,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/41,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/42,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/43,COMM,E-commerce
http://denypagetests.netsweeper.com/category/catno/44,COMM,E-commerce
