status,url,category_code,category_description,date_added,source,notes
ARV,https://inclusivityhk.com/lgbtq/,LGBT,LGBT,2022-07-15,Netalitica,
Err,https://gdottv.com/main/,LGBT,LGBT,2020-07-07,Netalitica,
ARV,https://hkindall.tumblr.com/,MILX,Terrorism and Militants,2020-07-19,Netalitica,separatism
ARV,https://www.tapatalk.com/groups/namyuekok/,MILX,Terrorism and Militants,2020-07-19,Netalitica,separatism
ARV,https://t.me/s/hkmanual/,MILX,Terrorism and Militants,2020-07-19,Netalitica,
ARV,https://linktr.ee/return_valiant/,MILX,Terrorism and Militants,2022-07-15,Netalitica,
ARV,http://www.hkfront.org/,MILX,Terrorism and Militants,2020-07-19,Netalitica,separatism
ARV,http://imgs.cc/index.php/,MMED,Media sharing,2020-07-19,Netalitica,
ARV,http://www.everystockphoto.com/,MMED,Media sharing,2020-07-19,Netalitica,
ARV,https://500px.com/,MMED,Media sharing,2020-07-19,Netalitica,
ARV,https://snappy.collaction.hk/,MMED,Media sharing,2020-07-19,Netalitica,
Err,https://www.acfun.cn/,MMED,Media sharing,2020-07-19,Netalitica,
ARV,https://www.dailymotion.com/hk/,MMED,Media sharing,2020-07-19,Netalitica,
ARV,https://www.socwall.com/,MMED,Media sharing,2020-07-19,Netalitica,
ARV,https://photoblog.hk/,MMED,Media sharing,2020-07-20,Netalitica,
ARV,https://www.hkcnews.com/,NEWS,News Media,2019-07-03,Community member,Service stopped but the page can be visited
ARV,http://memehk.com/,NEWS,News Media,2019-07-10,OONI partner,
ARV,http://std.stheadline.com/,NEWS,News Media,2019-07-10,OONI partner,
ARV,http://www.passiontimes.hk/,NEWS,News Media,2019-07-10,OONI partner,
ARV,https://theinitium.com/,NEWS,News Media,2019-07-10,OONI partner,
ARV,https://www.bastillepost.com/,NEWS,News Media,2019-07-10,OONI partner,
ARV,https://www.hk01.com/,NEWS,News Media,2019-07-10,OONI partner,
Err,https://www.inmediahk.net/,NEWS,News Media,2019-07-10,OONI partner,
ARV,https://www.scmp.com/,NEWS,News Media,2019-07-10,OONI partner,
ARV,https://www.tvmost.com.hk/,NEWS,News Media,2019-07-10,OONI partner,
ARV,https://www.vjmedia.com.hk/,NEWS,News Media,2019-07-10,OONI partner,
ARV,https://www.hongkongfp.com/,NEWS,News Media,2019-08-30,OONI partner,
ARV,http://ubeat.com.cuhk.edu.hk/,NEWS,News Media,2020-06-29,Netalitica,
ARV,https://hk.epochtimes.com/,NEWS,News Media,2020-06-29,Netalitica,
ARV,https://hkgpao.com/,NEWS,News Media,2020-06-29,Netalitica,
Err,https://orientaldaily.on.cc/,NEWS,News Media,2020-06-29,Netalitica,
ARV,https://www.singpao.com.hk/index.php/,NEWS,News Media,2020-06-29,Netalitica,
ARV,https://www.symedialab.com/talk/,NEWS,News Media,2020-06-29,Netalitica,
ARV,https://www.master-insight.com/,NEWS,News Media,2020-06-29,Netalitica,
ARV,https://www.litenews.hk/,NEWS,News Media,2020-07-08,Netalitica,
ARV,http://www.metroradio.com.hk/superhome/,NEWS,News Media,2020-07-09,Netalitica,
ARV,http://www.orangenews.hk/,NEWS,News Media,2020-07-09,Netalitica,
ARV,https://app3.rthk.hk/mediadigest/,NEWS,News Media,2020-07-13,Netalitica,
ARV,https://now.com/,NEWS,News Media,2020-07-13,Netalitica,
ARV,https://www.rthk.hk/,NEWS,News Media,2020-07-13,Netalitica,
Err,http://cablenews.i-cable.com/,NEWS,News Media,2020-07-14,Netalitica,
ARV,http://spyan.jour.hkbu.edu.hk/,NEWS,News Media,2020-07-14,Netalitica,
Err,https://hk.on.cc/hk/news/index.html/,NEWS,News Media,2020-07-19,Netalitica,
ARV,http://passiontimes.hk/4.0/index.php/,NEWS,News Media,2020-07-20,Netalitica,
ARV,http://www.yzzk.com/,NEWS,News Media,2020-07-20,Netalitica,
ARV,http://yes-news.com/,NEWS,News Media,2020-07-20,Netalitica,
ARV,https://hd.stheadline.com/,NEWS,News Media,2020-07-20,Netalitica,
ARV,https://m.mingpao.com/,NEWS,News Media,2020-07-20,Netalitica,
ARV,http://ifengus.com/,NEWS,News Media,2020-07-21,Netalitica,
ARV,http://lionrockdaily.com/,NEWS,News Media,2020-07-21,Netalitica,
ARV,http://news.sohu.com/hongkong.shtml/,NEWS,News Media,2020-07-21,Netalitica,
ARV,http://news.tvb.com/,NEWS,News Media,2020-07-21,Netalitica,
Err,http://www.kantone.net/index.htm/,NEWS,News Media,2020-07-21,Netalitica,
ARV,http://www.takungpao.com.hk/,NEWS,News Media,2020-07-21,Netalitica,
Err,http://www.wenweipo.com/,NEWS,News Media,2020-07-21,Netalitica,
Err,https://cn.wsj.com/zh-hant/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://hk.news.yahoo.com/hong-kong/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://hkcd.com/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://skypost.ulifestyle.com.hk/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://udn.com/news/index/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://wn.com/hong_kong_daily/Hong_Kong/,NEWS,News Media,2020-07-21,Netalitica,
Err,https://www.881903.com/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://www.am730.com.hk/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://www.businesstimes.com.hk/,NEWS,News Media,2020-07-21,Netalitica,
Err,https://www.dotdotnews.com/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://www.hket.com/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://www.metrodaily.hk/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://www.mingjingnews.com/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://www.thestandard.com.hk/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://www2.hkej.com/,NEWS,News Media,2020-07-21,Netalitica,
ARV,https://www.scmp.com/news/hong-kong/law-and-crime/article/3096679/hong-kong-national-security-law-media-mogul-jimmy-lai/,NEWS,News Media,2020-08-10,Netalitica,
ARV,https://www.msn.com/zh-hk/news/,NEWS,News Media,2020-07-19,Netalitica,
ARV,http://www.mybb.com.hk/,NEWS,News Media,2020-07-20,Netalitica,
Err,https://hk.appledaily.com/,NEWS,News Media,2019-07-10,OONI partner,Apple Daily closed after national security agents investigation. closedown due to political environment change. Not blocked. Monitor
Err,https://thehousenewsbloggers.net/,NEWS,News Media,2019-07-10,OONI partner,The owner closed its operation due to political pressure. Not blocked
Err,https://thestandnews.com/,NEWS,News Media,2019-07-10,OONI partner,The House closed after national security agent freezed its bank account and arrested the management team members. Monitor
ARV,https://www.nextdigital.com.hk/,NEWS,News Media,2019-07-10,OONI partner,Apple Daily closed after national security agents investigation. Monitor
ARV,https://www.post852.com/,NEWS,News Media,2020-06-29,Netalitica,The owner closed its operation due to financial and political pressure. Monitor
ARV,http://www.hkcna.hk/,NEWS,News Media,2022-08-12,Netalitica,
ARV,https://www.voacantonese.com/,NEWS,News Media,2022-08-12,Netalitica,
ARV,https://bau.com.hk/,NEWS,News Media,2022-08-12,Netalitica,
ARV,https://www.thenewslens.com/,NEWS,News Media,2022-08-12,Netalitica,
ARV,https://www.sportsroad.hk/,NEWS,News Media,2022-08-12,Netalitica,
ARV,https://www.upbeatmediahk.com/index.php,NEWS,News Media,2022-08-12,Netalitica,
Err,https://www.tkww.hk/,NEWS,News Media,2022-08-12,Netalitica,
ARV,http://labour.org.hk/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,http://left21.hk/wp/,POLR,Political Criticism,2020-06-29,Netalitica,
Err,http://liberal.org.hk/tc/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,http://pathofdemocracy.hk/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,http://www.adpl.org.hk/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,http://www.diaoyuislands.org/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,http://www.ftu.org.hk/zh-hant/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,http://www.hkdf.org/,POLR,Political Criticism,2020-06-29,Netalitica,
Err,http://www.hkppi.com/,POLR,Political Criticism,2020-06-29,Netalitica,
Err,http://www.kowloonwest.hk/tc/home.html/,POLR,Political Criticism,2020-06-29,Netalitica,
Err,http://www.ncforum.org.hk/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,http://www.ntas.org.hk/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://chinaworker.info/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://hkhousing.wordpress.com/,POLR,Political Criticism,2020-06-29,Netalitica,
Err,https://landjusticehk.org/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://soco.org.hk/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://tl.hkrev.info/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://workerdemo-hk.com/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://www.civicparty.hk/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://www.dab.org.hk/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://www.dphk.org/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://www.hkflu.org.hk/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://www.hkptu.org/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://www.passiontimes.hk/4.0/index.php/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://silentmajority.hk/,POLR,Political Criticism,2020-07-09,Netalitica,
ARV,https://www.speakout.hk/,POLR,Political Criticism,2020-07-09,Netalitica,
ARV,https://www.thinkhk.com/,POLR,Political Criticism,2020-07-09,Netalitica,
ARV,http://longseeproduction.blogspot.com/,POLR,Political Criticism,2020-07-19,Netalitica,
ARV,https://alliancecanadahk.com/zh/alliance-canada-hk-2/,POLR,Political Criticism,2020-07-19,Netalitica,
ARV,https://standwithhk.org/,POLR,Political Criticism,2020-07-19,Netalitica,
ARV,http://1in99percent.blogspot.com/,POLR,Political Criticism,2020-07-21,Netalitica,
ARV,http://francis-lui.blogspot.com/,POLR,Political Criticism,2020-07-21,Netalitica,
ARV,http://wangyujian.hku.hk/?lang=zh-hant/,POLR,Political Criticism,2020-07-21,Netalitica,
ARV,http://www.martinlee.org.hk/,POLR,Political Criticism,2020-07-21,Netalitica,
ARV,https://darwinchan.wordpress.com/,POLR,Political Criticism,2020-07-21,Netalitica,
Err,https://npp.org.hk/npp/,POLR,Political Criticism,2020-07-21,Netalitica,
Err,https://simonshen.blog/,POLR,Political Criticism,2020-07-21,Netalitica,
ARV,https://www.bpahk.org/,POLR,Political Criticism,2020-07-21,Netalitica,
ARV,https://www.facebook.com/hongkongpda/,POLR,Political Criticism,2020-07-21,Netalitica,keep for control purposes
ARV,https://www.facebook.com/HongkongSeparatism/,POLR,Political Criticism,2020-07-21,Netalitica,keep for control purposes
ARV,https://hkchronicles.com/,POLR,Political Criticism,2021-01-07,citizenlab,blocked by certain ISPs:  Smartone、CMHK、HKBN、PCCW; not blocked on university networks
ARV,https://blockedbyhk.com/,POLR,Political Criticism,2021-01-19,Community member,Additional domain for hkchronicles.com
ARV,https://8964museum.com/,POLR,Political Criticism,2021-09-29,Community member,Reportedly blocked site
Err,https://www.demosisto.hk/,POLR,Political Criticism,2019-08-30,OONI partner,Demosisto disbanded due to political pressure. Monitor
Err,http://itvoice.hk/,POLR,Political Criticism,2020-06-29,Netalitica,dead website but appears blocked on select ASNs - monitor
Err,https://hkimperium.com/,POLR,Political Criticism,2020-06-29,Netalitica,dead website but appears blocked on select ASNs - monitor
Err,https://hkplg.org/,POLR,Political Criticism,2020-06-29,Netalitica,dead website but appears blocked on select ASNs - monitor
Err,https://neodemocrats.org.hk/,POLR,Political Criticism,2020-06-29,Netalitica,political group dissolved in 2021 due to change of political environment. Appears blocked on few ASNs. Monitor
Err,https://www.hkctu.org.hk/zh-hant/,POLR,Political Criticism,2020-06-29,Netalitica,Hong Kong Confederation of Trade Unions disbanded due to political environment change. Monitor
Err,https://www.wemaker.hk/,POLR,Political Criticism,2020-06-29,Netalitica,dead website but appears blocked on select ASNs - monitor
Err,http://civicpassion.hk/,POLR,Political Criticism,2020-07-21,Netalitica,political party disbanded in 2021 due to political environment change. Still blovked on few ASNs. Monitor
ARV,https://www.bauhinia.hk/,POLR,Political Criticism,2022-07-20,Netalitica,
ARV,https://www.pori.hk/,POLR,Political Criticism,2022-08-12,Netalitica,This is Robert Chung's independent political opinion polling website. Could be considered as political criticism.
ARV,https://groups.google.com/g/2ncn/c/MMm0pFSWqVQ?pli=1,POLR,Political Criticism,2022-08-12,Netalitica,
Err,https://martinoei.com/,POLR,Political Criticism,2022-08-12,Netalitica,
Err,http://www.nwsc.org.hk/wordpress/,POLR,Political Criticism,2020-06-29,Netalitica,
ARV,https://reginaip.hk/regina,POLR,Political Criticism,2020-07-21,Netalitica,
ARV,http://www.hkleaker.net/,POLR,Political Criticism,2021-01-07,OONI,
Err,https://www.thisav.com/videos/,PORN,Pornography,2019-07-03,Community member,
ARV,https://babycondom.com/,PORN,Pornography,2020-07-07,Netalitica,
Err,https://jable.tv/,PORN,Pornography,2020-07-07,Netalitica,
ARV,https://myavsuper.com/,PORN,Pornography,2020-07-07,Netalitica,
ARV,https://netflav.com/,PORN,Pornography,2020-07-07,Netalitica,
ARV,https://www.av01.tv/,PORN,Pornography,2020-07-07,Netalitica,
ARV,https://avgle.com/videos/hk/,PORN,Pornography,2020-07-14,Netalitica,
ARV,http://avgigi.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,http://www8.javhub.me/,PORN,Pornography,2020-07-19,Netalitica,
Err,https://141hongkong.com/forum.php/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://cn.pornhub.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://go141.com/zh/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://hdjavonline.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://javtube.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://popjav.tv/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://s-books.com/sb/zh-TW/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://winning11.com/forum/dz/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://www.buzzav.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://www.hkbigman.net/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://www.jav321.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://www.proporn.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://www.redtube.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://www.tube8.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://www.youav.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://x6av.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,https://xo104.com/,PORN,Pornography,2020-07-20,Netalitica,
ARV,http://161sex.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,http://avavtube.com/,PORN,Pornography,2020-07-19,Netalitica,
ARV,http://jdailynews.com/,PROV,Provocative Attire,2020-07-07,Netalitica,
ARV,https://www.gameplayers.com.hk/,PROV,Provocative Attire,2020-07-07,Netalitica,
ARV,https://www.hkbigman.net/girls/,PROV,Provocative Attire,2020-07-07,Netalitica,
ARV,https://www.jjpicss.com/,PROV,Provocative Attire,2020-07-07,Netalitica,
Err,http://jtouhk.com/,PROV,Provocative Attire,2020-07-09,Netalitica,
ARV,https://gogoearth.net/,PROV,Provocative Attire,2020-07-09,Netalitica,
ARV,https://www.sungirlbaby.com/,PROV,Provocative Attire,2020-07-07,Netalitica,dead website but appears blocked on select ASNs - monitor
Err,https://chp-dashboard.geodata.gov.hk/covid-19/zh.html/,PUBH,Public Health,2020-04-01,citizenlab,
ARV,https://aidsconcern.org.hk/zh/,PUBH,Public Health,2020-07-07,Netalitica,
ARV,https://www.cfsc.org.hk/tc/,PUBH,Public Health,2020-07-07,Netalitica,
Err,http://www.antitb.org.hk/tc/index.php/,PUBH,Public Health,2020-07-09,Netalitica,
ARV,http://www.spatioepi.com/,PUBH,Public Health,2020-07-09,Netalitica,
ARV,https://wars.vote4.hk/,PUBH,Public Health,2020-07-09,Netalitica,
Err,https://www.cancer-fund.org/,PUBH,Public Health,2020-07-09,Netalitica,
Err,https://www.chp.gov.hk/tc/index.html/,PUBH,Public Health,2020-07-09,Netalitica,
ARV,https://www.fhs.gov.hk/tc_chi/,PUBH,Public Health,2020-07-09,Netalitica,
ARV,https://www.hkbcf.org/zh/,PUBH,Public Health,2020-07-09,Netalitica,
Err,https://www.studenthealth.gov.hk/cindex.html/,PUBH,Public Health,2020-07-09,Netalitica,
ARV,http://seedoctor.com.hk/,PUBH,Public Health,2020-07-20,Netalitica,
ARV,https://www.edr.hk/,PUBH,Public Health,2020-07-20,Netalitica,
ARV,https://www.healthyd.com/,PUBH,Public Health,2020-07-20,Netalitica,
ARV,https://www.dh.gov.hk/tc_chi/index.html,PUBH,Public Health,2020-07-09,Netalitica,
ARV,https://www.travelhealth.gov.hk/english/index.html,PUBH,Public Health,2020-07-09,Netalitica,
ARV,http://service.elchk.org.hk/index.php/,REL,Religion,2020-06-29,Netalitica,
ARV,https://apostlesmedia.com/,REL,Religion,2020-06-29,Netalitica,
ARV,https://christiantimes.org.hk/,REL,Religion,2020-06-29,Netalitica,
ARV,https://www.frontiers.org.hk/,REL,Religion,2020-06-29,Netalitica,
ARV,http://acp.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://biblicalhk.org/biblical/,REL,Religion,2020-07-08,Netalitica,
ARV,http://catholic-dlc.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://hsstudyc.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://katsolu.tripod.com/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.ccc.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.ccl.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.christianstudy.com/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.christianweekly.net/,REL,Religion,2020-07-08,Netalitica,
Err,http://www.elchk.org.hk/hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.esdi.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.hkcccl.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.hkcccu.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.hkccla.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.hkcs.org/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.hss.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.iscs.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.kyc.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.peterpoon.idv.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.sion.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.sogdcc.org/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.sttc.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.sylc.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.tcac.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.tfscc.org/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.tstscc.org/,REL,Religion,2020-07-08,Netalitica,
ARV,http://www.twccma.org/,REL,Religion,2020-07-08,Netalitica,
Err,https://catholic.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://hkdavc.com/,REL,Religion,2020-07-08,Netalitica,
ARV,https://hkukatso.tumblr.com/,REL,Religion,2020-07-08,Netalitica,
ARV,https://newbeing.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://web.ttm.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://web.ttmssd.org/,REL,Religion,2020-07-08,Netalitica,
Err,https://www.baptist.org.hk/b5_index.php/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.bokss.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.catholic.edu.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.catholicheritage.org.hk/tc/home/index.html/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.ccreadbible.org/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.efcc.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.expecthim.com/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.girchurch.com/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.hkcc.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.methodist.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.npac.org.hk/home/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.oihip.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.scttc.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.whc.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.wuoi.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,http://buddhist-hhckla.org/zh-hant/,REL,Religion,2020-07-09,Netalitica,
ARV,http://fgshk.org.hk/,REL,Religion,2020-07-09,Netalitica,
ARV,http://www.buddhatuhk.org/,REL,Religion,2020-07-09,Netalitica,
ARV,http://www.buddhism.org.hk/,REL,Religion,2020-07-09,Netalitica,
ARV,http://www.buddhismmiufa.org.hk/,REL,Religion,2020-07-09,Netalitica,
ARV,http://www.buddhistcompassion.org/,REL,Religion,2020-07-09,Netalitica,
Err,http://www.buddhistmantra.hk/,REL,Religion,2020-07-09,Netalitica,
Err,http://www.cuhk.edu.hk/arts/cshb/,REL,Religion,2020-07-09,Netalitica,
ARV,http://www.dhalbi.org/,REL,Religion,2020-07-09,Netalitica,
ARV,http://www.hkbayouthcenter.org.hk/,REL,Religion,2020-07-09,Netalitica,
ARV,http://www.hkbuddhist.org/zh/index.php/,REL,Religion,2020-07-09,Netalitica,
ARV,http://www.islam.org.hk/,REL,Religion,2020-07-09,Netalitica,
Err,https://big5.falundafa.org/,REL,Religion,2020-07-09,Netalitica,
ARV,https://www.buddhistdoor.org/tc/,REL,Religion,2020-07-09,Netalitica,
ARV,https://www.hkbsb.org.hk/,REL,Religion,2020-07-09,Netalitica,
ARV,https://www.hkims.org/home/,REL,Religion,2020-07-09,Netalitica,
ARV,https://www.iuhk.org/index.php/ch/,REL,Religion,2020-07-09,Netalitica,
ARV,https://www.karingbuddhist.com.hk/,REL,Religion,2020-07-09,Netalitica,
Err,https://www.plm.org.hk/home.php/,REL,Religion,2020-07-09,Netalitica,
ARV,https://www.tszshan.org/,REL,Religion,2020-07-09,Netalitica,
ARV,https://www.wm.org.hk/,REL,Religion,2020-07-09,Netalitica,
ARV,http://www.horace.org/christianfaq/,REL,Religion,2020-07-19,Netalitica,
ARV,http://www.mcc.org.hk/,REL,Religion,2020-07-08,Netalitica,Focus changeover
Err,https://muslimcouncil.org.hk/en/,REL,Religion,2022-07-15,Netalitica,
ARV,http://www.islamictrusthk.org/,REL,Religion,2022-07-15,Netalitica,
ARV,http://www.hinduassociationhk.com/,REL,Religion,2022-07-15,Netalitica,
ARV,http://www.hktaoist.org.hk/,REL,Religion,2022-07-15,Netalitica,
ARV,https://afcc.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://kkp.org.hk/,REL,Religion,2020-07-08,Netalitica,
ARV,https://www.hohcs.org.hk/,REL,Religion,2020-07-08,Netalitica,
Err,https://www.bya.org.hk/,REL,Religion,2020-07-09,Netalitica,
ARV,http://www.hkbsa.org/,REL,Religion,2020-07-09,Netalitica,
ARV,http://timway.com/,SRCH,Search Engines,2020-07-13,Netalitica,
ARV,https://hk.yahoo.com/,SRCH,Search Engines,2020-07-13,Netalitica,
ARV,http://hk.baidu.com/,SRCH,Search Engines,2020-07-19,Netalitica,
ARV,http://www.google.com.hk/,SRCH,Search Engines,2020-07-19,Netalitica,
Err,http://yp.com.hk/,SRCH,Search Engines,2020-07-19,Netalitica,
ARV,http://m.hkpep.com/,SRCH,Search Engines,2020-07-20,Netalitica,
ARV,http://www.soso.com/,SRCH,Search Engines,2020-07-20,Netalitica,
ARV,https://www.i818.com/,SRCH,Search Engines,2020-07-20,Netalitica,
ARV,https://www.sina.com.hk/,SRCH,Search Engines,2020-07-20,Netalitica,
ARV,https://www.sogou.com/,SRCH,Search Engines,2020-07-20,Netalitica,
ARV,https://www.yam.com/,SRCH,Search Engines,2020-07-20,Netalitica,
Err,https://www.852.com/,SRCH,Search Engines,2020-07-20,Netalitica,dead website but appears blocked on select ASNs - monitor
ARV,http://www.scs.org.hk/,XED,Sex Education,2020-07-07,Netalitica,
ARV,https://family.caritas.org.hk/zh-hk/pages/home/,XED,Sex Education,2020-07-07,Netalitica,
ARV,https://www.famplan.org.hk/,XED,Sex Education,2020-07-07,Netalitica,
ARV,https://www.truth-light.org.hk/,XED,Sex Education,2020-07-07,Netalitica,
ARV,http://nfp.cmac.org.hk/index.php/,XED,Sex Education,2020-07-08,Netalitica,
ARV,https://blog.scs.org.hk/,XED,Sex Education,2020-07-09,Netalitica,
ARV,https://hkasert.org.hk/,XED,Sex Education,2020-07-09,Netalitica,
ARV,https://lovedoughnuts.wordpress.com/,XED,Sex Education,2020-07-09,Netalitica,
ARV,https://mysadxstory.wordpress.com/,XED,Sex Education,2020-07-09,Netalitica,
ARV,https://www.motherschoice.org/,XED,Sex Education,2020-07-09,Netalitica,
ARV,https://www.newtouch.net/,XED,Sex Education,2020-07-07,Netalitica,
ARV,https://www.ecsaf.org.hk/zh-hk/%e4%b8%bb%e9%a0%81/,XED,Sex Education,2020-07-09,Netalitica,
